shot	act	dur_s	chips	prompt_sha	status	flow_clip_id	file	sha256	got_dur	attempts	note
117	5	4	@nong_daeng,@grandma_pranom,@upstairs_bedroom	1d064d3d0db779837df057bf1bb0019c135d2dd03c4c9af5802c88767dfd916e	verified		C:\mooniex\out\banchi-ACT5\shot-117.mp4	3b8aa5ca58eba4bb251f2e70ddaed700c8b05d4fdb372d704bbf91544cd92c12	4.0s 1080x1920	1	
118	5	4	@nong_daeng,@grandma_pranom,@upstairs_bedroom	e001ba390e55d0df3a6a43d403a7e00f117b322b96529db7c48154b8553cbfec	verified		C:\mooniex\out\banchi-ACT5\shot-118.mp4	83ab99c9a20cdeae5583793d34e34eeed4a5361a6964820f58bade0eeed258f9	4.0s 1080x1920	1	
119	5	8	@nong_daeng,@upstairs_bedroom	25b80f9442c3786c0fa068ca2735c4900122da676709bb73834bfbe28df21502	verified		C:\mooniex\out\banchi-ACT5\shot-119.mp4	fa88bbc7dfbb6900ce0c442400484dbee513d8d126e2bd19bacf35f87c0a93a8	8.0s 1080x1920	1	
120	5	10	@nong_daeng,@upstairs_bedroom	bc524c363c55433d74215d79c4190d1565797b880f91c94c02572eb12450da5d	verified					1	timeout
121	5	8	@nong_daeng,@upstairs_bedroom	fb0b1e0b44ff9640679b762853cf1c4b651fc12158babadf5f0c8efbff130a72	verified		C:\mooniex\out\banchi-ACT5\shot-121.mp4	1071b304d80a34a871253e23a56fca991ce9377f2ca30fe43597d472162b1d4b	8.0s 1080x1920	1	
122	5	4	@lung_somchai,@upstairs_bedroom	5558d87359b246bc97b510f21b6c83b40fdd0d1202bc7b82e84a4eede15e1327	verified		/Users/gob/Desktop/banchi-refire-0923/shot-122.mp4	baed3f127a0f8c318a051be04cdfe15a0034cb6d8986d40da7e2759239409b61	4.0s 1080x1920	2	
123	5	10	@nong_daeng,@lung_somchai,@upstairs_bedroom	80485065d90764657d14d6ddd5ef2327a6014fd020e2aa69045866a8801e38ee	verified		C:\mooniex\out\banchi-ACT5\shot-123.mp4	58117d63bfb3e84b7d1f229dbfc18eb886360fccfd712ece01b0cd9ae2732f8c	10.0s 1080x1920	1	
124	5	8	@nong_daeng,@upstairs_bedroom	db58e2a5033baf9724929a6f32260ff5d21a6ed0ca6e45a9043d56dfc26c52e6	verified					1	timeout
125	5	6	@lung_somchai,@grandma_pranom,@upstairs_bedroom	341df71c6ba550f4c718913828ff1e1ea52f32af0eb6add58b9bb0f492942f4b	verified		C:\mooniex\out\banchi-ACT5\shot-125.mp4	f9c7172f1ad35f12c400cddaefc5ad52f92b6c2852ccaa4dd82d04bb7a2e8aeb	6.0s 1080x1920	1	
126	5	4	@lung_somchai,@back_alley	9f0290a23d28018cb07baad1dbd9b7d50539cfbef9114c9a7f881a3982574dbc	verified		C:\mooniex\out\banchi-ACT5\shot-126.mp4	c113b0642dbacc4ccfb8bdfc72398270006a556e13814ab7bd4720502ded3716	4.0s 1080x1920	1	
127	5	8	@lender_cherd,@lung_somchai,@back_alley	b5e3b6ebf5445f86563aaffe1ddef2f7fc0a03e992b937286e955f5817af9d99	verified		C:\mooniex\out\banchi-ACT5\shot-127.mp4	2cffe5a8ef210c3a77c2f6fd2d0cbc4d030da2fbdba59d5c667d4e28639d693e	8.0s 1080x1920	1	
128	5	8	@lender_cherd,@lung_somchai,@back_alley	fb7e5b85bb6ff93ee0257a36ca8527883cbb53ea4b07b6c34f2cf596e66690b2	verified		/Users/gob/Desktop/banchi-ACT5/shot-128.mp4	5b7813f63ad902873dcb2914ef6222a386f126b2f9c35819c4fbccf53c3ff7cd	8.0s 1080x1920	1	
129	5	10	@lender_cherd,@lung_somchai,@back_alley	3103ce0497e3d5d5a770fbc3192777dd95c97718ffbdb5f22ad9ad299f7bbaa5	verified		/Users/gob/Desktop/banchi-ACT5/shot-129.mp4	37e1ed0b2d4dd2f48bc68198df2c0ffe8747b2e7ddd9ddc110c56364eee9f8dc	10.0s 1080x1920	1	
130	5	6	@lung_somchai,@lender_cherd,@back_alley	feaa0ba7a21f3366f837478bd694afcedc0527698615578a919fcc10d4c3e0bc	verified		/Users/gob/Desktop/banchi-ACT5/shot-130.mp4	26688c6e2ec57a1ba0e760e00ceda0707d30430fe8782f38944a9a51aadec547	6.0s 1080x1920	1	
131	5	6	@lung_somchai,@back_alley	dc039df10d25f11bdf3a9b5bf33a175afd94155930e266f9aec3cab056043db0	verified		/Users/gob/Desktop/banchi-ACT5/shot-131.mp4	d08e7edf9a4ef48f6bcc2fdf124bfb27f61061ea76254b0d2dcbc8de5a21cadd	6.0s 1080x1920	1	
132	5	6	@lender_cherd,@back_alley	b426e2568d4f4309c0460bfe31466b2b9d6d4a094a01c07cecff9c9dc366d352	verified		/Users/gob/Desktop/banchi-ACT5/shot-132.mp4	c0570331bbf46c07865c12170819f09461a950180fade61b49c7ab77473971c1	6.0s 1080x1920	1	
