shot	act	dur_s	chips	prompt_sha	status	flow_clip_id	file	sha256	got_dur	attempts	note
98	4	8	@cop_wit,@lung_somchai,@noodle_shop	83ca1985e74820530099c68f51a1ca9130970e263400ade8bfe0442b35bd151a	verified		C:\mooniex\out\banchi-ACT4\shot-98.mp4	1a27a420c3d08797ce09fd47b87891c4abc30c187ec5f8999fa37f946be51b0f	8.0s 1080x1920	1	
99	4	6	@cop_wit,@lung_somchai,@noodle_shop	ae7df8bafedbf64c0f1723381c7dfa0c3e759912a82fedfdf2366a04eddd38af	verified		C:\mooniex\out\banchi-ACT4\shot-99.mp4	008b32544d7a6a9c75c8ba065b260c066db6c693a1cca0ec914f0075ab456db6	6.0s 1080x1920	1	
100	4	10	@cop_wit,@lung_somchai,@noodle_shop	ffd899b0020f8cee409adcc179790de7f6c1dd005ad9c15c97f73ce69c9aeffa	verified		C:\mooniex\out\banchi-ACT4\shot-100.mp4	0d48b5f27ab6d09153fb1d4970f68fb1df324ea15e5f459c0c4fe7bf434296dc	10.0s 1080x1920	1	
101	4	4	@lung_somchai,@noodle_shop	6945fe0c498394aa866b956a949e9e8e91bab316da8c05b560ae62e98b73481e	verified		C:\mooniex\out\banchi-ACT4\shot-101.mp4	d89a34ed70de2a8fdb129ef0c8482bc2cb90cc588720187e63232bad0f45d9e8	4.0s 1080x1920	1	
102	4	8	@nong_daeng,@lung_somchai,@noodle_shop	f57435d54091370329d0818922fe0d97dd22f2d795b85519e40ffcfbea11dbc7	verified		C:\mooniex\out\banchi-ACT4\shot-102.mp4	81cd80ddf3a602af04d445d826e432041613f6652a4fc98a3e4f62d186c361f5	8.0s 1080x1920	1	
103	4	6	@nong_daeng,@lung_somchai,@noodle_shop	eab576bc861d76993a5d87394c2277bcafcc0a7f1a0f6e113522a394ed1b4147	verified		C:\mooniex\out\banchi-ACT4\shot-103.mp4	15c182321a4b16d22964610df030c75151a48642ffe3f52a694e4ed0c9416a92	6.0s 1080x1920	1	
104	4	8	@grandma_pranom,@nong_daeng,@upstairs_bedroom	f80cf95d4303927a059bdb5a7c84f62969fd87d921205d5f3c624f996cf0973e	verified		C:\mooniex\out\banchi-ACT4\shot-104.mp4	771b9caa72526e3a43f2099f15120a1d24c058531c8ff432439028e41df12935	8.0s 1080x1920	1	
105	4	8	@lung_somchai,@nong_daeng,@noodle_shop	15b2efa114d1a2424c062122eaca23bb462380fa420a796a4c6de7cae1e5c85e	verified		/Users/gob/Desktop/banchi-ACT4/shot-105.mp4	a11523f37de31e092b28d7b67db0b9495b049c1ab4f11dbef6ca985aa39f6094	8.0s 1080x1920	1	
106	4	10	@lung_somchai,@nong_daeng,@noodle_shop	8df0c7e77f34213b978c1f782865dc9cad8a823b5f2baedc702b32232aa6f3e0	verified		/Users/gob/Desktop/banchi-refire-0923/106-take3/shot-106.mp4	307777177c357ac3f5ce7786f297f97d684851288dac27001d7aa3500a5bacbb	10.0s 1080x1920	3	
174	4	8	@lender_cherd,@lung_somchai,@noodle_shop	c9568b55d6595046585bce38c5c46ac785159a66951ad8577993bee806c73801	verified		/Users/gob/Desktop/banchi-refire-0923/batch3/shot-174.mp4	284742fae4fd1bb0044c9663d74695d0a0bc781daf86d193f32acc55debf7347	8.0s 1080x1920	2	
175	4	4	@cop_wit,@noodle_shop	a643ca303ae11fe2488971b48f47c9d433262bfac05b55aa6a93bc9edd1e4498	verified		/Users/gob/Desktop/banchi-refire-0923/shot-175.mp4	90584a668d7eb755fe6f2e678908f2e380395cacf18f06a6105ffe6a69dbdb98	4.0s 1080x1920	1	timeout
176	4	10	@cop_wit,@nong_daeng,@noodle_shop	abfc1c738a2ed79bc9a7565433b750a018a28414d78abc0f93960b1079ae7277	verified		/Users/gob/Desktop/banchi-refire-0923/batch4/shot-176.mp4	a2e89f3df660490a117fa62ac24062e49e8ab308f8675a1ca8cd80a3fabaccfc	10.0s 1080x1920	2	
177	4	10	@nong_daeng,@cop_wit,@noodle_shop	79ba781350720a720d896ac3a34cda41a8a18e53e9a09b9a4e3866d19c6cb5d4	verified		/Users/gob/Desktop/banchi-refire-0923/shot-177.mp4	bc1b1944bbb664f3b2a5e7f5d26af19377ad19716254c131438d1474469c73b6	10.0s 1080x1920	1	
